Target Schema,Target Table,Column Name,Ordinal
TBAADM,SECU_INC_EXP_DET_TABLE,,1
TBAADM,SECU_INSP_DET_TABLE,,1
TBAADM,SECU_INSU_PCLS_TABLE,,1
TBAADM,SERVICE_CMD_PARM_TABLE,,1
TBAADM,SERVICE_OUTLET_MOD_TABLE,,1
TBAADM,SERVICE_OUTLET_TABLE,,1
TBAADM,SERVICE_PARAM_TABLE,,1
TBAADM,SERVICE_SOL_MOD_TABLE,,1
TBAADM,SERVICE_SOL_TABLE,,1
TBAADM,SET_ID_MOD_TABLE,,1
TBAADM,SET_ID_TABLE,,1
TBAADM,SET_UP_MAND_PRM_TBL,,1
TBAADM,SG_MASTER_MOD_TABLE,,1
TBAADM,SG_MASTER_TABLE,,1
TBAADM,SH_REG_GEN_PARM_MNT_TBL,,1
TBAADM,SHDL_BALANCE_HIST_TABLE,,1
TBAADM,SIMULATION_DETAIL_TBL,,1
TBAADM,SIMULATION_HEADER_TBL,,1
TBAADM,SLA_TABLE,,1
TBAADM,SOL_DATA_DISTR_LIST_TABLE,,1
TBAADM,SOL_DATA_DISTRBTN_TABLE,,1
TBAADM,SOL_GROUP_CONTROL_MOD_TBL,,1
TBAADM,SOL_GROUP_CONTROL_TABLE,,1
TBAADM,SOL_ID_SET_TABLE,,1
TBAADM,SOL_SDS_RELATION_TABLE,,1
TBAADM,SOL_VAL_HIST_TABLE,,1
TBAADM,SOL_VAL_MAST_TABLE,,1
TBAADM,SP_GEN_DESCRIPTION_TABLE,,1
TBAADM,SP_ORDER_DETAILS_TABLE,,1
TBAADM,SP_ORDER_FEE_TRANS_TABLE,,1
TBAADM,SP_ORDER_REDEM_DTL_TABLE,,1
TBAADM,SP_PARAMETERS_TABLE,,1
TBAADM,SP_REFCODE_MASTER_TBL,,1
TBAADM,SPARROW_TRAN_TABLE,,1
TBAADM,SQLDBA_AUDIT_TABLE,,1
TBAADM,SSA_PLAN_MAINT_MAST_TABLE,,1
TBAADM,SSMT_TBL,,1
TBAADM,STANDALONE_COLL_MNT_TABLE,,1
TBAADM,STINV_MASTER_TABLE,,1
TBAADM,STINV_REGISTER_TABLE,,1
TBAADM,STNDALNE_COLL_MNT_HIST_TBL,,1
TBAADM,STOP_PAYMENT_DUM_TABLE,,1
TBAADM,STOP_PAYMENT_REG_TABLE,,1
TBAADM,SUBHEAD_BUDGET_TABLE,,1
TBAADM,SVS_ADDTL_DET_TABLE,,1
TBAADM,SWIFT_MSG_ADDITIONAL_TABLE,,1
TBAADM,SWIFT_MSG_FOLLOWUP_TABLE,,1
TBAADM,SWIFT_MSG_HISTORY_TABLE,,1
TBAADM,SYND_FAC_GEN_DTLS_TABLE,,1
TBAADM,SYND_FEE_APP_DTLS_TABLE,,1
TBAADM,SYND_PAY_SUMMARY_TABLE,,1
TBAADM,SYND_PLEND_UWRTR_DTL_TABLE,,1
TBAADM,SYS_TRAN_CODE_DTLS_TABLE,,1
TBAADM,TABLE_ENTITY_MAPPING,,1
TBAADM,TABLES_TABLE,,1
TBAADM,TAX_CODE_VERSION_TABLE,,1
TBAADM,TC_CCY_DETAILS_TABLE,,1
TBAADM,TD_ACCT_MASTER_MOD_TABLE,,1
TBAADM,TD_ACCT_MASTER_TABLE,,1
TBAADM,TD_DEFN_MOD_TABLE,,1
TBAADM,TD_DEFN_TABLE,,1
TBAADM,TD_INT_DEFN_TABLE,,1
TBAADM,TD_INT_VERSION_SLAB_TABLE,,1
TBAADM,TD_SCHM_DEFN_TABLE,,1
TBAADM,TD_SCHM_PARAM_TABLE,,1
TBAADM,TD_TRAN_TABLE,,1
TBAADM,TDS_INTERFACE_TABLE,,1
TBAADM,TEMP_ACCT_PARTITION_TABLE,,1
TBAADM,TEMP_BAR_ADVICE_TABLE,,1
TBAADM,TEMP_DD_CREDITS_TABLE,,1
TBAADM,TEMP_DD_DEBITS_TABLE,,1
TBAADM,TEMP_DISCRET_ADVN_TABLE,,1
TBAADM,TEMP_EOD_TRAN_DETAIL_TABLE,,1
TBAADM,TEMP_FFL_TABLE,,1
TBAADM,TEMP_GR_DETAIL_TABLE,,1
TBAADM,TEMP_HO_COMMON_TABLE,,1
TBAADM,TEMP_LA_TRAN_DETAIL_TABLE,,1
TBAADM,TEMP_TRAN_CONTRA_TABLE,,1
TBAADM,TEMP_TRAN_TABLE,,1
TBAADM,TEMPLATE_DTLS_TABLE,,1
TBAADM,TEMPLATE_HEADER_TABLE,,1
TBAADM,TEMPLATE_TYPE_DTLS_TBL,,1
TBAADM,TEMPORARY_FEE_DTLS_TABLE,,1
TBAADM,TEMPORARY_FEE_HEADER_TABLE,,1
TBAADM,TEMPORARY_LIMIT_TABLE,,1
TBAADM,TERM_ID_SCHEME_CODES_TABLE,,1
TBAADM,TERMINAL_PROFILE_TABLE,,1
TBAADM,TF_ADDRESS_TABLE,,1
TBAADM,TF_CREDIT_NOTE_DTLS_TABLE,,1
TBAADM,TF_DOC_PARAM_TBL,,1
TBAADM,TF_ISL_FIN_DTL_TABLE,,1
TBAADM,TF_ISLAMIC_ACCT_TBL,,1
TBAADM,TF_ISLAMIC_ENTITY_TABLE,,1
TBAADM,TF_ISLAMIC_PARAM_TABLE,,1
TBAADM,TF_TXT_MAIN_TABLE,,1
TBAADM,TFIN_ADV_PAYMENT_DTL_TBL,,1
TBAADM,TFIN_ADV_PAYMENT_UTIL_TBL,,1
TBAADM,TFIN_AUTO_RENEW_AMND_TABLE,,1
TBAADM,TFIN_AUTO_RENEWAL_TABLE,,1
TBAADM,TFIN_AUTO_SCH_AMEND_TABLE,,1
TBAADM,TFIN_AUTO_SCHEDULE_TABLE,,1
TBAADM,TFIN_CHARGES_TBL,,1
TBAADM,TFIN_CHRG_OFF_HIST_TBL,,1
TBAADM,TFIN_CHRG_OFF_TABLE,,1
TBAADM,TFIN_COMMON_CRNCY_TABLE,,1
TBAADM,TFIN_DEF_CHARGES_TBL,,1
TBAADM,TFIN_EVENT_CONV_TBL,,1
TBAADM,TFIN_EVENT_PYMT_TBL,,1
TBAADM,TFIN_EVENT_TXN_TBL,,1
TBAADM,TFIN_EXPORT_FINANCING_DTLS,,1
TBAADM,TFIN_INTEREST_DTLS,,1
TBAADM,TFIN_MARGIN_DTLS,,1
TBAADM,TFIN_PREMIUM_DTLS_TABLE,,1
TBAADM,TFIN_REC_REV_TXN_HIST_TBL,,1
TBAADM,TFIN_RECOV_REV_TXN_TABLE,,1
TBAADM,TFIN_REQUEST_MASTER_TABLE,,1
TBAADM,TOD_EXCEPTION_CODE_TABLE,,1
TBAADM,TRACER_DET_MAIN_TBL,,1
TBAADM,TRACER_DET_MOD_TBL,,1
TBAADM,TRACER_ENTITY_HIST_TABLE,,1
TBAADM,TRACER_ENTITY_MASTER_TABLE,,1
TBAADM,TRACER_EXEC_MSG_DTLS_TABLE,,1
TBAADM,TRACER_PARAM_TBL,,1
TBAADM,TRADE_FINANCE_DOC_TABLE,,1
TBAADM,TRADE_FINANCE_MISC_TABLE,,1
TBAADM,TRAN_ACCESS_CODE_TABLE,,1
TBAADM,TRAN_ACCT_CHARGE_OFF_TABLE,,1
TBAADM,TRAN_CASH_DENOM_HEADER_TBL,,1
TBAADM,TRAN_CASH_DENOM_TBL,,1
TBAADM,TRAN_CATGR_CODE_TABLE,,1
TBAADM,TRAN_CODE_MAP_MAINT_TABLE,,1
TBAADM,TRAN_CONTRA_TABLE,,1
TBAADM,TRAN_DETAIL_REPORT_TABLE,,1
TBAADM,TRAN_DOWNLOAD_HIST_TBL,,1
TBAADM,TRAN_EVENT_PARAM_TABLE,,1
TBAADM,TRAN_FAILOVER_SERVICES_TBL,,1
TBAADM,TRAN_GEN_ACCT_MASTER_TBL,,1
TBAADM,TRAN_ID_TRAN_CODE_TABLE,,1
TBAADM,TRAN_TEMPLATE_DETAIL_TABLE,,1
TBAADM,TRAN_TEMPLATE_HEADER_TABLE,,1
TBAADM,TRAN_TYPE_CODE_TABLE,,1
TBAADM,TRAN_UPLD_TABLE,,1
TBAADM,TRANCHE_GEN_INT_TBL,,1
TBAADM,TRANS_PERIOD_TABLE,,1
TBAADM,TRANS_REFERENCE_CODE_TABLE,,1
TBAADM,TRANSACTION_FILTER_TABLE,,1
TBAADM,TRN_ID_TRN_CODE_HIST_TABLE,,1
TBAADM,UNIT_AMOUNT_CODE_TABLE,,1
TBAADM,UPLOAD_RECORD_TEMP_TABLE,,1
TBAADM,USER_ADDTL_DET_TABLE,,1
TBAADM,USER_MESSAGE_TABLE,,1
TBAADM,USER_TRAN_CODE_TABLE,,1
TBAADM,USER_TRANS_TRACKING_TABLE,,1
TBAADM,VALID_INSTRMNT_TABLE,,1
TBAADM,VERIFICATION_AUDIT_TABLE,,1
TBAADM,VERSION_CONTROL_TABLE,,1
TBAADM,VOSTRO_ACCT_MAST_MOD_TABLE,,1
TBAADM,VOSTRO_ACCT_MAST_TABLE,,1
TBAADM,WMS_INV_GEN_DTLS_TBL,,1
TBAADM,WMS_INV_REL_PRTY_TBL,,1
ACADM,ACCT_NOMINATION_MOD_TABLE,,1
ACADM,ACCT_TAX_STATUS_HIST_TBL,,1
ACADM,ACCT_ZAKAT_DET_TABLE,,1
ACADM,DEP_RECEIPT_HISTORY_TABLE,,1
ACADM,DISCRET_ADVN_MOD_TABLE,,1
ACADM,FATCA_CNTRY_MASTER_TABLE,,1
ACADM,FLEXI_FIXED_PARM_MOD_TABLE,,1
ACADM,IN_GEN_DORM_NOTICE_TABLE,,1
ACADM,IN_GENERAL_ACCT_MAST_TABLE,,1
ACADM,IN_OD_SCHM_PARM_TABLE,,1
ACADM,IN_SBCA_SCHM_PARM_TABLE,,1
ACADM,IN_TD_SCHM_PARM_TABLE,,1
ACADM,LOGIN_LOG_TABLE,,1
ACADM,LOGIN_TABLE,,1
ACADM,LOGIN_VAL_ITEMS_TABLE,,1
ACADM,MAINT_ISLDOC_DTLS,,1
ACADM,MAST_ACCT_AUTH_SIGN_TABLE,,1
ACADM,MASTER_ACCT_DOC_TABLE,,1
ACADM,MST_ACT_AUT_SIG_STM_TABLE,,1
ACADM,NOMINEE_ACK_TABLE,,1
ACADM,NOTICE_SAVR_ACCT_DET_TABLE,,1
ACADM,NOTICE_SAVR_INSTR_TABLE,,1
ACADM,PAID_CHQ_RETURN_MOD_TABLE,,1
ACADM,PB_RPRINT_TABLE,,1
ACADM,PEND_CASH_TRAN_HIST_TBL,,1
ACADM,PEND_CASH_TRAN_TBL,,1
ACADM,POOL_ACCT_RELTN_MOD_TABLE,,1
ACADM,RD_CONTINUE_PERD_DTLS_TBL,,1
ACADM,RD_DEFERRED_PERD_DTLS_TBL,,1
ACADM,REFUND_WITHHELD_TAX_TABLE,,1
ACADM,REGUL_CHRG_DTL_TBL,,1
ACADM,REMIT_THRU_SI_TD_MOD_TABLE,,1
ACADM,RENEWAL_HIST_TABLE,,1
ACADM,RENEWAL_OPTION_MOD_TABLE,,1
ACADM,RENEWAL_OPTION_TABLE,,1
ACADM,REVOD_ACCT_MAST_MOD_TABLE,,1
ACADM,SBCA_MAST_MOD_TABLE,,1
ACADM,SI_CF_TABLE,,1
ACADM,SI_HEADER_MOD_TABLE,,1
ACADM,SI_HEADER_TABLE,,1
ACADM,SI_HISTORY_TABLE,,1
ACADM,SI_PRIORITY_JOB_TABLE,,1
ACADM,SPL_SAV_ACCT_CONS_TBL,,1
ACADM,SPL_SAV_ACCT_TRAN_DTL_TBL,,1
ACADM,SPL_SAV_CLS_DTL_TBL,,1
ACADM,SPL_SAV_TRAN_DTL_TBL,,1
ACADM,SSA_PLAN_NOMINATION_TABLE,,1
ACADM,SSA_TRAN_REASON_CODE_TABLE,,1
ACADM,TAX_CODE_DTLS_TABLE,,1
ACADM,TAX_DED_AT_SOURCE_TABLE,,1
ACADM,TD_ACCOUNT_CLOSURE_TABLE,,1
ACADM,TD_DEFER_AMT_ADJ_TABLE,,1
ACADM,TD_DEP_SLAB_DET_TBL,,1
ACADM,TD_INT_VER_SLAB_MOD_TABLE,,1
ACADM,TD_PART_CLOSURE_HIST_TABLE,,1
ACADM,TDS_FLOW_REG_TBL,,1
ACADM,TRANACCT_CHRG_OFF_HIST_TBL,,1
ACADM,TRANACCT_TRAN_TABLE,,1
LMADM,LM_GROUP_MAINT_TABLE,,1
LMADM,LM_IAST_TABLE,,1
LMADM,LM_INT_ALLOC_TABLE,,1
LMADM,LM_RESET_TABLE,,1
LMADM,LM_STRUCT_MAINT_TABLE,,1
FINFADM,ACCSIGNRULEMAP,,1
FINFADM,ACCSIGNRULEMAPDETAILS,,1
FINFADM,AUDITINFO,,1
FINFADM,DATESHIFT,,1
FINFADM,ENTITYINFO,,1
FINFADM,HISTSIGNCUSTINFO,,1
FINFADM,HISTSIGNGROUP,,1
FINFADM,HISTSIGNMAINTENANCE,,1
FINFADM,HISTSIGNOTHERINFO,,1
FINFADM,IMGACCCODES,,1
FINFADM,INPUTPARAMETER,,1
FINFADM,NACCSIGNRULEMAP,,1
FINFADM,NACCSIGNRULEMAPDETAILS,,1
FINFADM,NRULEMASTER,,1
FINFADM,NSIGNCUSTINFO,,1
FINFADM,NSIGNMAINTENANCE,,1
FINFADM,NSIGNOTHERINFO,,1
FINFADM,NUSERMASTER,,1
FINFADM,RULEMASTER,,1
FINFADM,SIGNCUSTINFO,,1
FINFADM,SIGNGROUP,,1
FINFADM,SIGNMAINTENANCE,,1
FINFADM,SIGNOTHERINFO,,1
FINFADM,SVSTOKENINFO,,1
FINFADM,SVSTRANSACTION,,1
FINFADM,TRANSHISTORY,,1
FINFADM,TRANSHISTORYDETAILS,,1
FINFADM,USERGROUP,,1
FINFADM,USERMASTER,,1
